"Step","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MIN","RAND_RAND_3_1_TEST - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","MADDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"844","-59.00217187576511","-59.00217187576511","-59.00217187576511","-9.292322012193745","-9.292322012193745","-9.292322012193745","-10.539443417800959","-10.539443417800959","-10.539443417800959"
"845","-58.64559736556644","-58.64559736556644","-58.64559736556644","-8.930339061243323","-8.930339061243323","-8.930339061243323","-10.500191960633984","-10.500191960633984","-10.500191960633984"
"846","-58.49033491325537","-58.49033491325537","-58.49033491325537","-9.317291370202287","-9.317291370202287","-9.317291370202287","-10.694464116982902","-10.694464116982902","-10.694464116982902"
"847","-57.812243593301275","-57.812243593301275","-57.812243593301275","-9.319538299725892","-9.319538299725892","-9.319538299725892","-10.471733588854311","-10.471733588854311","-10.471733588854311"
"848","-57.8056143012444","-57.8056143012444","-57.8056143012444","-9.702215098284233","-9.702215098284233","-9.702215098284233","-10.745817612365919","-10.745817612365919","-10.745817612365919"
"849","-58.003581626201","-58.003581626201","-58.003581626201","-9.772166946698762","-9.772166946698762","-9.772166946698762","-10.60198978212846","-10.60198978212846","-10.60198978212846"
"850","-58.216555366027244","-58.216555366027244","-58.216555366027244","-9.817474856822322","-9.817474856822322","-9.817474856822322","-10.896208224758604","-10.896208224758604","-10.896208224758604"
"851","-57.694827211115744","-57.694827211115744","-57.694827211115744","-9.885512155476642","-9.885512155476642","-9.885512155476642","-10.391148644065531","-10.391148644065531","-10.391148644065531"
"852","-57.42256445054655","-57.42256445054655","-57.42256445054655","-9.94226761353","-9.94226761353","-9.94226761353","-10.931638593395489","-10.931638593395489","-10.931638593395489"
"853","-57.770607177757896","-57.770607177757896","-57.770607177757896","-10.23055312791561","-10.23055312791561","-10.23055312791561","-10.693769005581455","-10.693769005581455","-10.693769005581455"
"854","-57.69665262365027","-57.69665262365027","-57.69665262365027","-10.338611330666254","-10.338611330666254","-10.338611330666254","-10.760306495458364","-10.760306495458364","-10.760306495458364"
"855","-58.56243715597852","-58.56243715597852","-58.56243715597852","-10.786777944732107","-10.786777944732107","-10.786777944732107","-10.786251474943263","-10.786251474943263","-10.786251474943263"
"856","-58.7000834594665","-58.7000834594665","-58.7000834594665","-10.656029549177095","-10.656029549177095","-10.656029549177095","-10.758024449966037","-10.758024449966037","-10.758024449966037"
"857","-58.88787148458116","-58.88787148458116","-58.88787148458116","-10.512296998636096","-10.512296998636096","-10.512296998636096","-10.648156431161597","-10.648156431161597","-10.648156431161597"
"858","-58.57970196027976","-58.57970196027976","-58.57970196027976","-10.485047812598973","-10.485047812598973","-10.485047812598973","-10.31616128749223","-10.31616128749223","-10.31616128749223"
"859","-58.20345136872962","-58.20345136872962","-58.20345136872962","-11.029001533431185","-11.029001533431185","-11.029001533431185","-10.328890198255618","-10.328890198255618","-10.328890198255618"
"860","-58.50244948281044","-58.50244948281044","-58.50244948281044","-11.256577291124197","-11.256577291124197","-11.256577291124197","-10.346024263981155","-10.346024263981155","-10.346024263981155"
"861","-58.22937002045076","-58.22937002045076","-58.22937002045076","-11.343054201030727","-11.343054201030727","-11.343054201030727","-10.283305663809172","-10.283305663809172","-10.283305663809172"
"862","-58.19623139289613","-58.19623139289613","-58.19623139289613","-11.180393078865398","-11.180393078865398","-11.180393078865398","-10.130592688958453","-10.130592688958453","-10.130592688958453"
"863","-58.35242792339554","-58.35242792339554","-58.35242792339554","-11.257829664795835","-11.257829664795835","-11.257829664795835","-9.733292522206469","-9.733292522206469","-9.733292522206469"
"864","-57.59346749777384","-57.59346749777384","-57.59346749777384","-11.258316541315804","-11.258316541315804","-11.258316541315804","-9.820201035486171","-9.820201035486171","-9.820201035486171"
"865","-57.184677971425856","-57.184677971425856","-57.184677971425856","-11.467174462560424","-11.467174462560424","-11.467174462560424","-10.235984331696768","-10.235984331696768","-10.235984331696768"
"866","-57.123004380525565","-57.123004380525565","-57.123004380525565","-11.588835394210259","-11.588835394210259","-11.588835394210259","-10.306363354820105","-10.306363354820105","-10.306363354820105"
"867","-57.01284973857411","-57.01284973857411","-57.01284973857411","-11.448029025927926","-11.448029025927926","-11.448029025927926","-10.34019263066249","-10.34019263066249","-10.34019263066249"
"868","-56.839288618194544","-56.839288618194544","-56.839288618194544","-11.372134891177504","-11.372134891177504","-11.372134891177504","-10.233021648202536","-10.233021648202536","-10.233021648202536"
"869","-56.73467082016444","-56.73467082016444","-56.73467082016444","-11.117775502863305","-11.117775502863305","-11.117775502863305","-10.386291717755375","-10.386291717755375","-10.386291717755375"
"870","-56.47339764055322","-56.47339764055322","-56.47339764055322","-11.16115635131518","-11.16115635131518","-11.16115635131518","-10.29453552285306","-10.29453552285306","-10.29453552285306"
"871","-56.533327377022","-56.533327377022","-56.533327377022","-11.192703057870244","-11.192703057870244","-11.192703057870244","-10.077785136797257","-10.077785136797257","-10.077785136797257"
"872","-56.721770043489734","-56.721770043489734","-56.721770043489734","-11.202543048089364","-11.202543048089364","-11.202543048089364","-9.976414278181478","-9.976414278181478","-9.976414278181478"
"873","-56.823378338364336","-56.823378338364336","-56.823378338364336","-11.18583196671483","-11.18583196671483","-11.18583196671483","-9.717601735135847","-9.717601735135847","-9.717601735135847"
"874","-56.77881162677127","-56.77881162677127","-56.77881162677127","-11.03614230212524","-11.03614230212524","-11.03614230212524","-9.638960395295577","-9.638960395295577","-9.638960395295577"
"875","-56.89538293611664","-56.89538293611664","-56.89538293611664","-10.979616575554127","-10.979616575554127","-10.979616575554127","-9.402314383738057","-9.402314383738057","-9.402314383738057"
"876","-57.102477959559685","-57.102477959559685","-57.102477959559685","-11.032722587052529","-11.032722587052529","-11.032722587052529","-9.547871172142997","-9.547871172142997","-9.547871172142997"
"877","-56.723647306775","-56.723647306775","-56.723647306775","-11.029047421546698","-11.029047421546698","-11.029047421546698","-9.238073730076263","-9.238073730076263","-9.238073730076263"
"878","-56.40936513171348","-56.40936513171348","-56.40936513171348","-11.338842803937697","-11.338842803937697","-11.338842803937697","-9.16209778477157","-9.16209778477157","-9.16209778477157"
"879","-56.18921329726251","-56.18921329726251","-56.18921329726251","-11.277713198213217","-11.277713198213217","-11.277713198213217","-8.853461361740047","-8.853461361740047","-8.853461361740047"
"880","-56.327296468345786","-56.327296468345786","-56.327296468345786","-11.421552647277132","-11.421552647277132","-11.421552647277132","-8.836081492523295","-8.836081492523295","-8.836081492523295"
"881","-56.138913425264356","-56.138913425264356","-56.138913425264356","-11.505541988603879","-11.505541988603879","-11.505541988603879","-9.122607429020672","-9.122607429020672","-9.122607429020672"
"882","-56.73734938318692","-56.73734938318692","-56.73734938318692","-11.445555464048807","-11.445555464048807","-11.445555464048807","-9.38455908826419","-9.38455908826419","-9.38455908826419"
"883","-57.01202458363689","-57.01202458363689","-57.01202458363689","-11.449918600723217","-11.449918600723217","-11.449918600723217","-9.607367027734876","-9.607367027734876","-9.607367027734876"
"884","-56.6669686302657","-56.6669686302657","-56.6669686302657","-11.310551933672489","-11.310551933672489","-11.310551933672489","-9.553847300047543","-9.553847300047543","-9.553847300047543"
"885","-56.49478219476683","-56.49478219476683","-56.49478219476683","-11.272150951479835","-11.272150951479835","-11.272150951479835","-9.894756769546156","-9.894756769546156","-9.894756769546156"
"886","-56.67239288160611","-56.67239288160611","-56.67239288160611","-11.307344252854145","-11.307344252854145","-11.307344252854145","-9.813332338159094","-9.813332338159094","-9.813332338159094"
"887","-56.89235783141534","-56.89235783141534","-56.89235783141534","-11.621136670439506","-11.621136670439506","-11.621136670439506","-9.669682160252037","-9.669682160252037","-9.669682160252037"
"888","-56.631009494523404","-56.631009494523404","-56.631009494523404","-11.687879699608583","-11.687879699608583","-11.687879699608583","-9.572006917918063","-9.572006917918063","-9.572006917918063"
"889","-56.20843805497989","-56.20843805497989","-56.20843805497989","-11.764083561943773","-11.764083561943773","-11.764083561943773","-9.29757007426374","-9.29757007426374","-9.29757007426374"
"890","-56.39308335694282","-56.39308335694282","-56.39308335694282","-12.052052835821742","-12.052052835821742","-12.052052835821742","-9.282892757142312","-9.282892757142312","-9.282892757142312"
"891","-56.73668607679904","-56.73668607679904","-56.73668607679904","-11.891039016020727","-11.891039016020727","-11.891039016020727","-9.79841370757743","-9.79841370757743","-9.79841370757743"
"892","-56.31891287251428","-56.31891287251428","-56.31891287251428","-12.099023801952397","-12.099023801952397","-12.099023801952397","-9.819069946487431","-9.819069946487431","-9.819069946487431"
"893","-55.89661526546141","-55.89661526546141","-55.89661526546141","-11.728622918346542","-11.728622918346542","-11.728622918346542","-9.680881794938907","-9.680881794938907","-9.680881794938907"
"894","-56.131979477196694","-56.131979477196694","-56.131979477196694","-11.678786602253117","-11.678786602253117","-11.678786602253117","-9.854848752245864","-9.854848752245864","-9.854848752245864"
"895","-56.482767003630094","-56.482767003630094","-56.482767003630094","-11.879362966061443","-11.879362966061443","-11.879362966061443","-9.851015790758407","-9.851015790758407","-9.851015790758407"
"896","-56.55024413860993","-56.55024413860993","-56.55024413860993","-12.17226588449776","-12.17226588449776","-12.17226588449776","-9.8449358970094","-9.8449358970094","-9.8449358970094"
"897","-56.803580973051574","-56.803580973051574","-56.803580973051574","-12.584767488174561","-12.584767488174561","-12.584767488174561","-9.931791272999927","-9.931791272999927","-9.931791272999927"
"898","-56.726017062772144","-56.726017062772144","-56.726017062772144","-12.46143423894017","-12.46143423894017","-12.46143423894017","-10.242789541560407","-10.242789541560407","-10.242789541560407"
"899","-56.84936845080375","-56.84936845080375","-56.84936845080375","-12.266682920889089","-12.266682920889089","-12.266682920889089","-10.25305992942778","-10.25305992942778","-10.25305992942778"
"900","-57.37328019577737","-57.37328019577737","-57.37328019577737","-12.33769146731302","-12.33769146731302","-12.33769146731302","-10.26861504608592","-10.26861504608592","-10.26861504608592"
"901","-57.39547774887904","-57.39547774887904","-57.39547774887904","-12.292477043810711","-12.292477043810711","-12.292477043810711","-10.155190291711337","-10.155190291711337","-10.155190291711337"
"902","-57.14271987938641","-57.14271987938641","-57.14271987938641","-12.286632597798706","-12.286632597798706","-12.286632597798706","-10.314376388009105","-10.314376388009105","-10.314376388009105"
"903","-57.26437640082948","-57.26437640082948","-57.26437640082948","-12.575574469011853","-12.575574469011853","-12.575574469011853","-10.612803965679333","-10.612803965679333","-10.612803965679333"
"904","-56.93289023769732","-56.93289023769732","-56.93289023769732","-12.597445433529396","-12.597445433529396","-12.597445433529396","-10.63939599657009","-10.63939599657009","-10.63939599657009"
"905","-57.22522880287639","-57.22522880287639","-57.22522880287639","-12.563304629635855","-12.563304629635855","-12.563304629635855","-10.690437802163524","-10.690437802163524","-10.690437802163524"
"906","-56.98754884533128","-56.98754884533128","-56.98754884533128","-12.725581658809743","-12.725581658809743","-12.725581658809743","-10.659095034568127","-10.659095034568127","-10.659095034568127"
"907","-57.55134665878411","-57.55134665878411","-57.55134665878411","-12.472052425607092","-12.472052425607092","-12.472052425607092","-10.561245892684589","-10.561245892684589","-10.561245892684589"
"908","-57.656182800647564","-57.656182800647564","-57.656182800647564","-12.518126131698631","-12.518126131698631","-12.518126131698631","-10.509899202066086","-10.509899202066086","-10.509899202066086"
"909","-57.25616895565438","-57.25616895565438","-57.25616895565438","-12.558090784304744","-12.558090784304744","-12.558090784304744","-10.520026807278002","-10.520026807278002","-10.520026807278002"
"910","-57.23234598284904","-57.23234598284904","-57.23234598284904","-12.475034046462618","-12.475034046462618","-12.475034046462618","-10.481253161520321","-10.481253161520321","-10.481253161520321"
"911","-57.26400819307122","-57.26400819307122","-57.26400819307122","-12.426223810008239","-12.426223810008239","-12.426223810008239","-10.152380543710553","-10.152380543710553","-10.152380543710553"
"912","-56.96187378104065","-56.96187378104065","-56.96187378104065","-12.373847192514212","-12.373847192514212","-12.373847192514212","-10.231502971981117","-10.231502971981117","-10.231502971981117"
"913","-57.28967392193068","-57.28967392193068","-57.28967392193068","-11.893397204134997","-11.893397204134997","-11.893397204134997","-10.583621724104214","-10.583621724104214","-10.583621724104214"
