"Step","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-ENS-SINGLE-3-1 - Mean Episode Reward (Last 200 episodes)__MAX","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MIN","DDPG-DDPG-SINGLE-ENS-3-1 - Mean Episode Reward (Last 200 episodes)__MAX"
"1283","7.161782983449765","7.161782983449765","7.161782983449765","12.14161068616557","12.14161068616557","12.14161068616557","23.092932380079613","23.092932380079613","23.092932380079613"
"1284","7.208250625853915","7.208250625853915","7.208250625853915","11.470150727706518","11.470150727706518","11.470150727706518","22.808946627720896","22.808946627720896","22.808946627720896"
"1285","7.205920418993552","7.205920418993552","7.205920418993552","12.382273928638353","12.382273928638353","12.382273928638353","22.867867023974863","22.867867023974863","22.867867023974863"
"1286","7.582278805825996","7.582278805825996","7.582278805825996","13.163284810991787","13.163284810991787","13.163284810991787","22.894623333964756","22.894623333964756","22.894623333964756"
"1287","7.243189358761265","7.243189358761265","7.243189358761265","13.472635712834816","13.472635712834816","13.472635712834816","23.263211064769802","23.263211064769802","23.263211064769802"
"1288","7.654038381404172","7.654038381404172","7.654038381404172","13.024274628997821","13.024274628997821","13.024274628997821","23.124175968859152","23.124175968859152","23.124175968859152"
"1289","7.35636107954191","7.35636107954191","7.35636107954191","13.507191274447907","13.507191274447907","13.507191274447907","23.28204203161589","23.28204203161589","23.28204203161589"
"1290","7.5054823627723355","7.5054823627723355","7.5054823627723355","13.56583546145986","13.56583546145986","13.56583546145986","23.00774241817552","23.00774241817552","23.00774241817552"
"1291","7.633949495859169","7.633949495859169","7.633949495859169","13.533640497575107","13.533640497575107","13.533640497575107","22.97066758718264","22.97066758718264","22.97066758718264"
"1292","7.424943232721222","7.424943232721222","7.424943232721222","13.286853805449605","13.286853805449605","13.286853805449605","23.46543742328609","23.46543742328609","23.46543742328609"
"1293","7.685776767566177","7.685776767566177","7.685776767566177","13.485628037797285","13.485628037797285","13.485628037797285","23.495092487698635","23.495092487698635","23.495092487698635"
"1294","7.649094391302527","7.649094391302527","7.649094391302527","12.591354634385105","12.591354634385105","12.591354634385105","23.37688540507374","23.37688540507374","23.37688540507374"
"1295","7.609806480659931","7.609806480659931","7.609806480659931","12.993125769682072","12.993125769682072","12.993125769682072","22.47522165575414","22.47522165575414","22.47522165575414"
"1296","7.424537797523203","7.424537797523203","7.424537797523203","13.443620173215926","13.443620173215926","13.443620173215926","22.500009161945396","22.500009161945396","22.500009161945396"
"1297","6.938641228070554","6.938641228070554","6.938641228070554","13.439040374496951","13.439040374496951","13.439040374496951","22.44102774736278","22.44102774736278","22.44102774736278"
"1298","7.107573564609315","7.107573564609315","7.107573564609315","11.986724551659403","11.986724551659403","11.986724551659403","23.042303693475557","23.042303693475557","23.042303693475557"
"1299","7.417372246865966","7.417372246865966","7.417372246865966","11.968196827622148","11.968196827622148","11.968196827622148","22.995813517821812","22.995813517821812","22.995813517821812"
"1300","8.074549489343102","8.074549489343102","8.074549489343102","11.937468697453355","11.937468697453355","11.937468697453355","23.337970361969713","23.337970361969713","23.337970361969713"
"1301","7.809084404953066","7.809084404953066","7.809084404953066","11.542137977835685","11.542137977835685","11.542137977835685","23.490613293661742","23.490613293661742","23.490613293661742"
"1302","8.326760197456135","8.326760197456135","8.326760197456135","11.591659708592951","11.591659708592951","11.591659708592951","23.413678135502963","23.413678135502963","23.413678135502963"
"1303","8.03138268493552","8.03138268493552","8.03138268493552","11.948374787694338","11.948374787694338","11.948374787694338","22.294339794382413","22.294339794382413","22.294339794382413"
"1304","7.8851852037657055","7.8851852037657055","7.8851852037657055","11.564442110663379","11.564442110663379","11.564442110663379","21.77875035297633","21.77875035297633","21.77875035297633"
"1305","7.355328544126447","7.355328544126447","7.355328544126447","12.647709451341768","12.647709451341768","12.647709451341768","22.04806736408443","22.04806736408443","22.04806736408443"
"1306","7.548662198340156","7.548662198340156","7.548662198340156","13.213300118790457","13.213300118790457","13.213300118790457","21.83855683982277","21.83855683982277","21.83855683982277"
"1307","7.966110889608827","7.966110889608827","7.966110889608827","13.064524512293342","13.064524512293342","13.064524512293342","21.527083478017246","21.527083478017246","21.527083478017246"
"1308","7.957366460942283","7.957366460942283","7.957366460942283","13.104928010664352","13.104928010664352","13.104928010664352","21.71934936061155","21.71934936061155","21.71934936061155"
"1309","7.941478139132344","7.941478139132344","7.941478139132344","13.428333475900986","13.428333475900986","13.428333475900986","21.421842119943832","21.421842119943832","21.421842119943832"
"1310","8.388558367651084","8.388558367651084","8.388558367651084","12.575028220458375","12.575028220458375","12.575028220458375","21.455450127330618","21.455450127330618","21.455450127330618"
"1311","8.536707951986607","8.536707951986607","8.536707951986607","12.53771368040735","12.53771368040735","12.53771368040735","21.77418594429956","21.77418594429956","21.77418594429956"
"1312","8.489000638067797","8.489000638067797","8.489000638067797","12.49173029500928","12.49173029500928","12.49173029500928","21.975036224039272","21.975036224039272","21.975036224039272"
"1313","8.565463151096608","8.565463151096608","8.565463151096608","12.827605086973175","12.827605086973175","12.827605086973175","21.05879896913919","21.05879896913919","21.05879896913919"
"1314","8.10352908605546","8.10352908605546","8.10352908605546","12.35294409473299","12.35294409473299","12.35294409473299","21.027581228412977","21.027581228412977","21.027581228412977"
"1315","8.145822316323978","8.145822316323978","8.145822316323978","12.360160760418744","12.360160760418744","12.360160760418744","20.824828942803368","20.824828942803368","20.824828942803368"
"1316","8.813956870901515","8.813956870901515","8.813956870901515","12.355744780239043","12.355744780239043","12.355744780239043","20.720552431726972","20.720552431726972","20.720552431726972"
"1317","8.964298397094929","8.964298397094929","8.964298397094929","11.978050236183181","11.978050236183181","11.978050236183181","19.75131077068935","19.75131077068935","19.75131077068935"
"1318","9.289017879535468","9.289017879535468","9.289017879535468","11.81186408904817","11.81186408904817","11.81186408904817","19.432325826604714","19.432325826604714","19.432325826604714"
"1319","10.153908174058202","10.153908174058202","10.153908174058202","10.60907285655063","10.60907285655063","10.60907285655063","19.216047074380956","19.216047074380956","19.216047074380956"
"1320","9.614292350788409","9.614292350788409","9.614292350788409","10.525744680544042","10.525744680544042","10.525744680544042","19.72234517507544","19.72234517507544","19.72234517507544"
"1321","10.267892494502576","10.267892494502576","10.267892494502576","10.645630957437358","10.645630957437358","10.645630957437358","20.701993907754915","20.701993907754915","20.701993907754915"
"1322","10.458275479629787","10.458275479629787","10.458275479629787","10.863191424837803","10.863191424837803","10.863191424837803","20.358363791654114","20.358363791654114","20.358363791654114"
"1323","10.684044894384156","10.684044894384156","10.684044894384156","10.864621457050164","10.864621457050164","10.864621457050164","20.674534815882204","20.674534815882204","20.674534815882204"
"1324","11.56865090856284","11.56865090856284","11.56865090856284","11.178892760271253","11.178892760271253","11.178892760271253","20.60254878671826","20.60254878671826","20.60254878671826"
"1325","10.371262623032889","10.371262623032889","10.371262623032889","11.376960165502512","11.376960165502512","11.376960165502512","20.71398828133437","20.71398828133437","20.71398828133437"
"1326","10.650901708586817","10.650901708586817","10.650901708586817","11.355879894568432","11.355879894568432","11.355879894568432","20.868320256864113","20.868320256864113","20.868320256864113"
"1327","10.849823147427566","10.849823147427566","10.849823147427566","11.242141182622582","11.242141182622582","11.242141182622582","21.798225058932584","21.798225058932584","21.798225058932584"
"1328","10.853131596941669","10.853131596941669","10.853131596941669","11.200865961871314","11.200865961871314","11.200865961871314","21.89348407023303","21.89348407023303","21.89348407023303"
"1329","10.307760614035844","10.307760614035844","10.307760614035844","10.473693859990606","10.473693859990606","10.473693859990606","22.926783699669432","22.926783699669432","22.926783699669432"
"1330","10.68844884307303","10.68844884307303","10.68844884307303","10.31585089481072","10.31585089481072","10.31585089481072","22.99566017068469","22.99566017068469","22.99566017068469"
"1331","11.517679370159785","11.517679370159785","11.517679370159785","11.054987828599817","11.054987828599817","11.054987828599817","21.859305408359237","21.859305408359237","21.859305408359237"
"1332","11.049426489540494","11.049426489540494","11.049426489540494","12.529368365826032","12.529368365826032","12.529368365826032","22.14532167641713","22.14532167641713","22.14532167641713"
"1333","11.030235143364228","11.030235143364228","11.030235143364228","12.541320619509106","12.541320619509106","12.541320619509106","21.98626920087016","21.98626920087016","21.98626920087016"
"1334","11.255788378437257","11.255788378437257","11.255788378437257","12.061992413340558","12.061992413340558","12.061992413340558","21.538596126369242","21.538596126369242","21.538596126369242"
"1335","11.612779536010473","11.612779536010473","11.612779536010473","12.238483992642418","12.238483992642418","12.238483992642418","20.73835190427794","20.73835190427794","20.73835190427794"
"1336","11.610305426233362","11.610305426233362","11.610305426233362","12.287698998630374","12.287698998630374","12.287698998630374","20.2517663599024","20.2517663599024","20.2517663599024"
"1337","11.623779177387457","11.623779177387457","11.623779177387457","13.02470846821901","13.02470846821901","13.02470846821901","20.667196962537155","20.667196962537155","20.667196962537155"
"1338","11.597650914468497","11.597650914468497","11.597650914468497","13.303870058062037","13.303870058062037","13.303870058062037","20.960692746293603","20.960692746293603","20.960692746293603"
"1339","12.033478923120217","12.033478923120217","12.033478923120217","13.105291353675375","13.105291353675375","13.105291353675375","20.034289201840327","20.034289201840327","20.034289201840327"
"1340","12.208753717419903","12.208753717419903","12.208753717419903","13.145358087450322","13.145358087450322","13.145358087450322","20.009522005580596","20.009522005580596","20.009522005580596"
"1341","12.160769576483254","12.160769576483254","12.160769576483254","13.168214810277226","13.168214810277226","13.168214810277226","20.278280607335763","20.278280607335763","20.278280607335763"
"1342","12.190651174851823","12.190651174851823","12.190651174851823","12.687850457493782","12.687850457493782","12.687850457493782","20.728325859740966","20.728325859740966","20.728325859740966"
"1343","12.187939128984711","12.187939128984711","12.187939128984711","12.809509023114185","12.809509023114185","12.809509023114185","20.73767237512638","20.73767237512638","20.73767237512638"
"1344","12.525345975084818","12.525345975084818","12.525345975084818","12.997103847065045","12.997103847065045","12.997103847065045","21.106547000569662","21.106547000569662","21.106547000569662"
